filename,person,film_brand,film_type,film_label,split
ilford_hp5_2021_wuhan_0005.png,none,ilford,hp5,hp5,train
kodak_5207_2020_shanghai_0006.png,none,kodak,5207,other_color,train
ilford_hp5_2021_nanshan_0032.png,none,ilford,hp5,hp5,train
ilford_hp5_2021_wuhan_0016.png,none,ilford,hp5,hp5,train
kodak_e100_2025_chicago_0015.png,none,kodak,e100,e100,train
kodak_e100_2023_charleston_0018.tif,{'yimeng'},kodak,e100,e100,train
kodak_5219_2024_nyc_0054.tif,{'yimeng'},kodak,5219,other_color,train
kodak_5219_2024_nyc_0017.tif,none,kodak,5219,other_color,train
ilford_hp5_2021_wuhan_0031.png,none,ilford,hp5,hp5,train
kodak_5219_2024_nyc_0066.tif,none,kodak,5219,other_color,train
ilford_delta_100_2023_dc_0005.jpg,none,ilford,delta,other_bw,train
kodak_e100_2025_nyc_0033.png,{'parents'},kodak,e100,e100,train
kodak_e100_2024_dc-snow_0017.jpg,none,kodak,e100,e100,train
ilford_hp5_2023_dc-the-whalf_0035.jpg,{'yimeng'},ilford,hp5,hp5,train
ilford_delta400_2021_hefei_0030.png,none,ilford,delta400,other_bw,train
ilford_hp5_2020_shanghai_0026.png,none,ilford,hp5,hp5,train
kodak_e100_2024_dc-sakura_0008.jpg,"{'longwei', 'yimeng'}",kodak,e100,e100,train
kodak_e100_2025_nyc_0024.png,{'parents'},kodak,e100,e100,train
kodak_5219_2020_shanghai_0009.png,"{'longwei', 'yu'}",kodak,5219,other_color,train
ilford_hp5_2020_nanjing_0021.png,none,ilford,hp5,hp5,train
ilford_hp5_2021_shenzhen-1_0025.png,none,ilford,hp5,hp5,train
ilford_hp5_2023_savannah_0024.jpg,{'yimeng'},ilford,hp5,hp5,train
ilford_hp5_2021_wuhan_0019.png,none,ilford,hp5,hp5,train
cinestill_800t_2023_charleston_0026.jpg,none,cinestill,800t,other_color,train
kodak_portra160_2024_tidal-basin-2_0003.jpg,none,kodak,portra160,portra,train
kodak_portra800_2021_wuhan_0011.png,none,kodak,portra800,portra,train
kodak_e100_2023_charleston_0016.tif,{'yimeng'},kodak,e100,e100,train
kodak_5207_2023_east-coast_0006.tif,none,kodak,5207,other_color,train
ilford_hp5_2021_wuhan_0001.png,none,ilford,hp5,hp5,train
kodak_e100_2023_charleston_0025.tif,none,kodak,e100,e100,train
ilford_hp5_2021_wuhan_0034.png,none,ilford,hp5,hp5,train
ilford_hp5_2025_dc_0008.png,none,ilford,hp5,hp5,train
ilford_delta400_2021_hefei_0019.png,none,ilford,delta400,other_bw,train
kodak_portra400_2020_shanghai_0025.png,none,kodak,portra400,portra,train
ilford_delta3200_2020_shanghai_0016.png,none,ilford,delta3200,other_bw,train
kodak_5219_2024_nyc_0072.tif,none,kodak,5219,other_color,train
kodak_portra160_2024_tidal-basin-1_0035.jpg,none,kodak,portra160,portra,train
kodak_portra160_2024_dc-sakura_0015.jpg,{'yimeng'},kodak,portra160,portra,train
ilford_hp5_2024_nyc_0011.tif,none,ilford,hp5,hp5,train
kodak_portra400_2020_nanjing_0001.png,{'yu'},kodak,portra400,portra,train
kodak_portra160_2024_tidal-basin-2_0025.jpg,{'yimeng'},kodak,portra160,portra,train
ilford_hp5_2021_shenzhen-1_0003.png,none,ilford,hp5,hp5,train
kodak_e100_2024_dc-snow_0030.jpg,{'yimeng'},kodak,e100,e100,train
ilford_hp5_2024_dc_0014.tif,none,ilford,hp5,hp5,train
kodak_5219_2024_nyc_0029.tif,none,kodak,5219,other_color,train
kodak_400tx_2020_shanghai_0013.png,none,kodak,400tx,other_bw,train
kodak_e100_2024_nyc_0016.tif,{'yimeng'},kodak,e100,e100,train
ilford_hp5_2021_shenzhen-1_0027.png,none,ilford,hp5,hp5,train
kodak_portra160_2024_tidal-basin-2_0012.jpg,{'yimeng'},kodak,portra160,portra,train
kodak_400tmax_2023_dc_0004.jpg,none,kodak,400tmax,other_bw,train
kodak_5207_2023_east-coast_0015.tif,none,kodak,5207,other_color,train
ilford_hp5_2020_shanghai_0005.png,none,ilford,hp5,hp5,train
ilford_hp5_2020_nanjing_0009.png,none,ilford,hp5,hp5,train
kodak_portra160_2024_tidal-basin-1_0027.jpg,{'yimeng'},kodak,portra160,portra,train
ilford_hp5_2024_dc_0034.tif,none,ilford,hp5,hp5,train
kodak_portra400_2020_shanghai_0018.png,none,kodak,portra400,portra,train
ilford_hp5_2025_dc_0036.png,none,ilford,hp5,hp5,train
ilford_hp5_2023_dc_0013.jpg,none,ilford,hp5,hp5,train
ilford_hp5_2024_dc-eclipse_0013.jpg,none,ilford,hp5,hp5,train
cinestill_800t_2023_charleston_0019.jpg,none,cinestill,800t,other_color,train
kodak_5219_2020_shanghai_0003.png,{'longwei'},kodak,5219,other_color,train
ilford_hp5_2023_dc-the-whalf_0004.jpg,none,ilford,hp5,hp5,train
ilford_hp5_2021_shenzhen-1_0005.png,none,ilford,hp5,hp5,train
kodak_5207_2020_shanghai_0028.png,none,kodak,5207,other_color,train
kodak_400tmax_2021_guangzhou_0007.png,{'longwei'},kodak,400tmax,other_bw,train
ilford_hp5_2024_dc-eclipse_0007.jpg,none,ilford,hp5,hp5,train
ilford_hp5_2023_dc_0021.jpg,{'yimeng'},ilford,hp5,hp5,train
ilford_hp5_2023_charleston_0002.jpg,none,ilford,hp5,hp5,train
fuji_100_2020_shanghai_0007.png,none,fuji,100,other_color,train
kodak_portra400_2020_nanjing_0025.png,{'yu'},kodak,portra400,portra,train
ilford_delta3200_2020_shanghai_0011.png,none,ilford,delta3200,other_bw,train
kodak_e100_2024_dc-sakura_0002.jpg,{'yimeng'},kodak,e100,e100,train
kodak_e100_2025_chicago_0022.png,none,kodak,e100,e100,train
ilford_hp5_2024_nyc_0024.tif,{'yimeng'},ilford,hp5,hp5,train
ilford_hp5_2021_shenzhen-2_0014.png,none,ilford,hp5,hp5,train
kodak_e100_2024_flushing_0020.tif,none,kodak,e100,e100,train
ilford_hp5_2025_dc_0033.png,{'longwei'},ilford,hp5,hp5,train
kodak_5207_2020_shanghai_0009.png,none,kodak,5207,other_color,train
ilford_hp5_2023_havana_0011.jpg,none,ilford,hp5,hp5,train
fuji_100_2020_shanghai_0004.png,none,fuji,100,other_color,train
ilford_hp5_2024_nyc_0025.tif,none,ilford,hp5,hp5,train
kodak_e100_2025_nyc_0032.png,{'parents'},kodak,e100,e100,train
cinestill_800t_2023_charleston_0032.jpg,none,cinestill,800t,other_color,train
ilford_hp5_2021_nanshan_0014.png,none,ilford,hp5,hp5,train
kodak_5207_2023_east-coast_0008.tif,none,kodak,5207,other_color,train
kodak_portra160_2022_huangshan_0001.png,none,kodak,portra160,portra,train
kodak_portra400_2020_shanghai_0010.png,none,kodak,portra400,portra,train
cinestill_800t_2023_charleston_0002.jpg,none,cinestill,800t,other_color,train
ilford_delta3200_2020_shanghai_0019.png,none,ilford,delta3200,other_bw,train
kodak_400tmax_2023_dc_0020.jpg,none,kodak,400tmax,other_bw,train
ilford_hp5_2020_nanjing_0012.png,none,ilford,hp5,hp5,train
kodak_e100_2024_nyc_0023.tif,{'yimeng'},kodak,e100,e100,train
kodak_5207_2023_east-coast_0035.tif,none,kodak,5207,other_color,train
cinestill_800t_2023_charleston_0012.jpg,none,cinestill,800t,other_color,train
ilford_hp5_2025_dc_0010.png,none,ilford,hp5,hp5,train
ilford_hp5_2020_shanghai_0013.png,none,ilford,hp5,hp5,train
ilford_hp5_2025_dc_0016.png,{'yimeng'},ilford,hp5,hp5,train
kodak_e100_2023_charleston_0006.tif,{'yimeng'},kodak,e100,e100,train
ilford_delta100_2021_shanghai_0004.png,none,ilford,delta100,other_bw,train
ilford_hp5_2023_dc-the-whalf_0029.jpg,none,ilford,hp5,hp5,train
ilford_delta_100_2023_dc_0002.jpg,none,ilford,delta,other_bw,train
ilford_hp5_2024_nyc_0001.tif,none,ilford,hp5,hp5,train
ilford_delta400_2023_dc_0023.jpg,none,ilford,delta400,other_bw,train
ilford_hp5_2024_dc_0032.tif,none,ilford,hp5,hp5,train
ilford_hp5_2025_dc_0032.png,none,ilford,hp5,hp5,train
cinestill_800t_2023_dc_0001.jpg,{'yimeng'},cinestill,800t,other_color,train
ilford_delta3200_2020_shanghai_0020.png,none,ilford,delta3200,other_bw,train
ilford_delta400_2023_dc_0002.jpg,none,ilford,delta400,other_bw,train
kodak_400tmax_2023_dc_0010.jpg,{'yimeng'},kodak,400tmax,other_bw,train
kodak_portra160_2021_shanghai_0002.png,none,kodak,portra160,portra,train
kodak_5222_2020_hefei_0023.png,{'parents'},kodak,5222,other_bw,train
kodak_400tmax_2023_dc_0018.jpg,{'yimeng'},kodak,400tmax,other_bw,train
harman_phoenix200_2024_dc_0020.tif,none,harman,phoenix200,other_color,train
kodak_5222_2020_hefei_0028.png,{'yu'},kodak,5222,other_bw,train
kodak_5207_2020_shanghai_0011.png,none,kodak,5207,other_color,train
kodak_5219_2024_nyc_0060.tif,none,kodak,5219,other_color,train
ilford_hp5_2023_charleston_0013.jpg,none,ilford,hp5,hp5,train
cinestill_800t_2023_dc_0021.jpg,none,cinestill,800t,other_color,train
kodak_portra400_2020_shanghai_0023.png,none,kodak,portra400,portra,train
kodak_portra160_2024_tidal-basin-2_0016.jpg,none,kodak,portra160,portra,train
fuji_100_2020_shanghai_0009.png,none,fuji,100,other_color,train
kodak_5219_2020_shanghai_0019.png,{'longwei'},kodak,5219,other_color,train
kodak_portra800_2023_dc_0011.jpg,none,kodak,portra800,portra,train
kodak_400tx_2020_shanghai_0015.png,none,kodak,400tx,other_bw,train
cinestill_800t_2023_charleston_0028.jpg,none,cinestill,800t,other_color,train
ilford_pan100_2020_shanghai_0019.png,none,ilford,pan100,other_bw,train
kodak_e100_2024_nyc_0025.tif,none,kodak,e100,e100,train
kodak_5207_2023_east-coast_0001.tif,none,kodak,5207,other_color,train
kodak_e100_2024_flushing_0015.tif,none,kodak,e100,e100,train
ilford_hp5_2025_dc_0035.png,none,ilford,hp5,hp5,train
showa_400_2025_spy-museum_0030.png,{'yimeng'},showa,400,other_color,train
kodak_e100_2024_dc-sakura_0003.jpg,{'yimeng'},kodak,e100,e100,train
ilford_hp5_2021_wuhan_0028.png,none,ilford,hp5,hp5,train
ilford_hp5_2023_havana_0029.jpg,none,ilford,hp5,hp5,train
harman_phoenix200_2024_dc_0009.tif,none,harman,phoenix200,other_color,train
kodak_e100_2025_chicago_0010.png,{'yimeng'},kodak,e100,e100,train
kodak_portra800_2021_wuhan_0012.png,none,kodak,portra800,portra,train
kodak_400tmax_2023_dc_0031.jpg,none,kodak,400tmax,other_bw,train
ilford_delta400_2021_hefei_0013.png,none,ilford,delta400,other_bw,train
ilford_delta400_2023_dc_0015.jpg,none,ilford,delta400,other_bw,train
kodak_e100_2024_dc-snow_0034.jpg,none,kodak,e100,e100,train
kodak_e100_2025_nyc_0006.png,{'parents'},kodak,e100,e100,train
cinestill_800t_2023_dc_0014.jpg,none,cinestill,800t,other_color,train
kodak_portra160_2024_dc-sakura_0007.jpg,{'yimeng'},kodak,portra160,portra,train
kodak_400tx_2020_shanghai_0009.png,none,kodak,400tx,other_bw,train
fuji_velvia50_2025_dc_0011.png,{'yimeng'},fuji,velvia50,other_color,train
kodak_portra800_2023_dc_0008.jpg,{'yimeng'},kodak,portra800,portra,train
kodak_portra160_2024_dc_0009.jpg,none,kodak,portra160,portra,train
kodak_5219_2024_nyc_0024.tif,none,kodak,5219,other_color,train
kodak_portra160_2021_hefei_0005.png,{'parents'},kodak,portra160,portra,train
kodak_5219_2020_shanghai_0013.png,none,kodak,5219,other_color,train
ilford_delta100_2021_shanghai_0027.png,{'yu'},ilford,delta100,other_bw,train
kodak_5207_2020_shanghai_0013.png,none,kodak,5207,other_color,train
ilford_hp5_2025_dc_0003.png,none,ilford,hp5,hp5,train
kodak_400tx_2020_shanghai_0032.png,none,kodak,400tx,other_bw,train
kodak_portra160_2022_huangshan_0032.png,none,kodak,portra160,portra,train
ilford_hp5_2023_dc_0014.jpg,none,ilford,hp5,hp5,train
ilford_hp5_2023_havana_0019.jpg,none,ilford,hp5,hp5,train
ilford_delta400_2021_hefei_0002.png,none,ilford,delta400,other_bw,train
ilford_delta_100_2023_dc_0029.jpg,none,ilford,delta,other_bw,train
kodak_e100_2025_nyc_0002.png,none,kodak,e100,e100,train
kodak_e100_2024_nyc_0014.tif,{'yimeng'},kodak,e100,e100,train
ilford_hp5_2023_dc-the-whalf_0011.jpg,none,ilford,hp5,hp5,train
kodak_e100_2024_dc-snow_0004.jpg,{'yimeng'},kodak,e100,e100,train
kodak_5222_2020_hefei_0007.png,none,kodak,5222,other_bw,train
ilford_hp5_2020_nanjing_0016.png,none,ilford,hp5,hp5,train
ilford_hp5_2024_dc-eclipse_0006.jpg,none,ilford,hp5,hp5,train
kodak_5219_2024_nyc_0019.tif,none,kodak,5219,other_color,train
harman_phoenix200_2024_dc_0022.tif,none,harman,phoenix200,other_color,train
kodak_portra160_2021_hefei_0012.png,none,kodak,portra160,portra,train
ilford_hp5_2023_charleston_0005.jpg,none,ilford,hp5,hp5,train
ilford_hp5_2023_dc_0027.jpg,{'yimeng'},ilford,hp5,hp5,train
kodak_400tmax_2021_guangzhou_0028.png,none,kodak,400tmax,other_bw,train
ilford_hp5_2023_dc-the-whalf_0032.jpg,none,ilford,hp5,hp5,train
ilford_pan100_2020_shanghai_0028.png,none,ilford,pan100,other_bw,train
ilford_hp5_2020_shanghai_0028.png,{'yu'},ilford,hp5,hp5,train
ilford_hp5_2025_dc_0037.png,none,ilford,hp5,hp5,train
ilford_delta_100_2023_dc_0030.jpg,none,ilford,delta,other_bw,train
kodak_5207_2023_east-coast_0031.tif,none,kodak,5207,other_color,train
fuji_velvia50_2025_dc_0022.png,{'yimeng'},fuji,velvia50,other_color,train
ilford_pan100_2020_shanghai_0012.png,{'longwei'},ilford,pan100,other_bw,train
ilford_hp5_2025_dc_0005.png,{'yimeng'},ilford,hp5,hp5,train
kodak_portra160_2024_tidal-basin-1_0023.jpg,none,kodak,portra160,portra,train
kodak_5207_2020_shanghai_0010.png,none,kodak,5207,other_color,train
kodak_portra160_2024_tidal-basin-1_0009.jpg,none,kodak,portra160,portra,train
kodak_e100_2024_dc-sakura_0030.jpg,none,kodak,e100,e100,train
ilford_hp5_2023_dc_0009.jpg,none,ilford,hp5,hp5,train
fuji_velvia50_2025_dc_0038.png,none,fuji,velvia50,other_color,train
ilford_hp5_2021_nanshan_0031.png,none,ilford,hp5,hp5,train
ilford_delta400_2023_dc_0005.jpg,none,ilford,delta400,other_bw,train
kodak_portra160_2024_tidal-basin-2_0023.jpg,{'yimeng'},kodak,portra160,portra,train
kodak_400tmax_2021_guangzhou_0004.png,none,kodak,400tmax,other_bw,train
kodak_100tmax_2021_hefei_0021.png,none,kodak,100tmax,other_bw,train
kodak_e100_2025_nyc_0003.png,none,kodak,e100,e100,train
kodak_portra160_2024_tidal-basin-2_0026.jpg,none,kodak,portra160,portra,train
ilford_pan100_2020_shanghai_0026.png,none,ilford,pan100,other_bw,train
ilford_hp5_2021_nanshan_0024.png,none,ilford,hp5,hp5,train
kodak_portra160_2022_huangshan_0016.png,none,kodak,portra160,portra,train
kodak_400tx_2020_shanghai_0011.png,none,kodak,400tx,other_bw,train
kodak_e100_2025_nyc_0030.png,{'parents'},kodak,e100,e100,train
ilford_delta400_2023_dc_0011.jpg,none,ilford,delta400,other_bw,train
kodak_portra160_2022_huangshan_0030.png,none,kodak,portra160,portra,train
kodak_portra160_2021_hefei_0031.png,{'parents'},kodak,portra160,portra,train
kodak_e100_2024_nyc_0030.tif,none,kodak,e100,e100,train
kodak_portra160_2024_tidal-basin-1_0029.jpg,none,kodak,portra160,portra,train
kodak_e100_2024_flushing_0009.tif,{'yimeng'},kodak,e100,e100,train
fuji_100_2020_shanghai_0017.png,none,fuji,100,other_color,train
ilford_hp5_2024_nyc_0032.tif,none,ilford,hp5,hp5,train
kodak_e100_2024_dc-snow_0001.jpg,none,kodak,e100,e100,train
kodak_portra400_2020_shanghai_0008.png,none,kodak,portra400,portra,train
kodak_5207_2020_shanghai_0033.png,none,kodak,5207,other_color,train
ilford_pan100_2020_shanghai_0021.png,none,ilford,pan100,other_bw,train
kodak_5222_2020_hefei_0001.png,none,kodak,5222,other_bw,train
cinestill_800t_2023_charleston_0008.jpg,none,cinestill,800t,other_color,train
ilford_hp5_2023_charleston_0024.jpg,none,ilford,hp5,hp5,train
ilford_hp5_2023_dc_0029.jpg,{'yimeng'},ilford,hp5,hp5,train
ilford_hp5_2025_dc_0001.png,none,ilford,hp5,hp5,train
kodak_portra160_2021_shanghai_0033.png,none,kodak,portra160,portra,train
ilford_delta_100_2023_dc_0001.jpg,none,ilford,delta,other_bw,train
ilford_hp5_2024_dc_0029.tif,none,ilford,hp5,hp5,train
ilford_hp5_2023_dc_0016.jpg,{'longwei'},ilford,hp5,hp5,train
cinestill_800t_2023_charleston_0020.jpg,none,cinestill,800t,other_color,train
kodak_e100_2024_nyc_0029.tif,none,kodak,e100,e100,train
ilford_hp5_2024_dc-eclipse_0010.jpg,none,ilford,hp5,hp5,train
kodak_portra400_2020_nanjing_0034.png,none,kodak,portra400,portra,train
ilford_delta3200_2020_shanghai_0003.png,none,ilford,delta3200,other_bw,train
ilford_hp5_2021_shenzhen-2_0001.png,none,ilford,hp5,hp5,train
kodak_portra160_2024_dc_0016.jpg,none,kodak,portra160,portra,train
showa_400_2025_spy-museum_0003.png,{'yimeng'},showa,400,other_color,train
fuji_100_2020_shanghai_0013.png,none,fuji,100,other_color,train
kodak_e100_2024_nyc_0008.tif,{'yimeng'},kodak,e100,e100,train
kodak_e100_2024_dc-snow_0011.jpg,{'longwei'},kodak,e100,e100,train
kodak_400tx_2020_shanghai_0033.png,none,kodak,400tx,other_bw,train
kodak_e100_2023_charleston_0002.tif,none,kodak,e100,e100,train
kodak_400tmax_2023_dc_0030.jpg,none,kodak,400tmax,other_bw,train
kodak_portra160_2024_tidal-basin-2_0007.jpg,none,kodak,portra160,portra,train
ilford_delta_100_2023_dc_0016.jpg,none,ilford,delta,other_bw,train
ilford_hp5_2024_dc_0017.tif,{'yimeng'},ilford,hp5,hp5,train
kodak_portra160_2024_tidal-basin-1_0006.jpg,none,kodak,portra160,portra,train
harman_phoenix200_2024_dc_0014.tif,none,harman,phoenix200,other_color,train
kodak_portra160_2024_dc_0026.jpg,{'yimeng'},kodak,portra160,portra,train
showa_400_2025_spy-museum_0028.png,{'yimeng'},showa,400,other_color,train
ilford_delta_100_2023_dc_0025.jpg,none,ilford,delta,other_bw,train
kodak_400tmax_2023_dc_0009.jpg,none,kodak,400tmax,other_bw,train
ilford_hp5_2023_savannah_0013.jpg,none,ilford,hp5,hp5,train
ilford_hp5_2021_shenzhen-2_0009.png,none,ilford,hp5,hp5,train
ilford_hp5_2020_shanghai_0001.png,none,ilford,hp5,hp5,train
ilford_delta100_2021_shanghai_0031.png,none,ilford,delta100,other_bw,train
kodak_e100_2024_flushing_0008.tif,{'yimeng'},kodak,e100,e100,train
kodak_portra160_2021_shanghai_0021.png,{'yu'},kodak,portra160,portra,train
kodak_400tmax_2021_guangzhou_0034.png,none,kodak,400tmax,other_bw,train
kodak_portra800_2023_dc_0013.jpg,none,kodak,portra800,portra,train
ilford_hp5_2020_shanghai_0010.png,none,ilford,hp5,hp5,train
kodak_e100_2024_dc-snow_0009.jpg,none,kodak,e100,e100,train
kodak_5219_2024_nyc_0068.tif,none,kodak,5219,other_color,train
ilford_hp5_2021_shenzhen-1_0006.png,none,ilford,hp5,hp5,train
ilford_hp5_2023_havana_0024.jpg,none,ilford,hp5,hp5,train
harman_phoenix200_2024_dc_0021.tif,none,harman,phoenix200,other_color,train
kodak_portra160_2024_dc-sakura_0014.jpg,{'yimeng'},kodak,portra160,portra,train
kodak_e100_2023_charleston_0015.tif,{'yimeng'},kodak,e100,e100,train
kodak_portra160_2021_shanghai_0001.png,none,kodak,portra160,portra,train
kodak_400tmax_2023_dc_0026.jpg,none,kodak,400tmax,other_bw,train
ilford_delta_100_2023_dc_0024.jpg,none,ilford,delta,other_bw,train
kodak_e100_2025_nyc_0017.png,none,kodak,e100,e100,train
kodak_portra160_2024_tidal-basin-2_0015.jpg,none,kodak,portra160,portra,train
kodak_portra800_2023_dc_0033.jpg,none,kodak,portra800,portra,train
kodak_400tmax_2023_dc_0011.jpg,none,kodak,400tmax,other_bw,train
kodak_portra160_2021_shanghai_0012.png,{'longwei'},kodak,portra160,portra,train
ilford_hp5_2023_havana_0016.jpg,none,ilford,hp5,hp5,train
kodak_400tx_2020_shanghai_0014.png,none,kodak,400tx,other_bw,train
kodak_portra160_2021_hefei_0018.png,none,kodak,portra160,portra,train
ilford_hp5_2023_savannah_0008.jpg,none,ilford,hp5,hp5,train
kodak_portra160_2024_tidal-basin-2_0033.jpg,{'yimeng'},kodak,portra160,portra,train
ilford_hp5_2023_havana_0018.jpg,none,ilford,hp5,hp5,train
kodak_400tmax_2023_dc_0013.jpg,none,kodak,400tmax,other_bw,train
ilford_hp5_2021_shenzhen-1_0021.png,none,ilford,hp5,hp5,train
